pokemon_number,pokemon_name,attack,classfication,defense,height_m,hp,speed,type1,type2,weight_kg,generation,is_legendary,abilities
632,Durant,109,Iron Ant Pokémon,112,0.3,58,109,bug,steel,33.0,5,0,"['Swarm', 'Hustle', 'Truant']"
633,Deino,65,Irate Pokémon,50,0.8,52,38,dark,dragon,17.3,5,0,['Hustle']
634,Zweilous,85,Hostile Pokémon,70,1.4,72,58,dark,dragon,50.0,5,0,['Hustle']
635,Hydreigon,105,Brutal Pokémon,90,1.8,92,98,dark,dragon,160.0,5,0,['Levitate']
636,Larvesta,85,Torch Pokémon,55,1.1,55,60,bug,fire,28.8,5,0,"['Flame Body', 'Swarm']"
637,Volcarona,60,Sun Pokémon,65,1.6,85,100,bug,fire,46.0,5,0,"['Flame Body', 'Swarm']"
638,Cobalion,90,Iron Will Pokémon,129,2.1,91,108,steel,fighting,250.0,5,1,['Justified']
639,Terrakion,129,Cavern Pokémon,90,1.9,91,108,rock,fighting,260.0,5,1,['Justified']
640,Virizion,90,Grassland Pokémon,72,2.0,91,108,grass,fighting,200.0,5,1,['Justified']
641,Tornadus,100,Cyclone Pokémon,80,1.5,79,121,flying,,63.0,5,1,"['Prankster', 'Defiant', 'Regenerator']"
642,Thundurus,105,Bolt Strike Pokémon,70,1.5,79,101,electric,flying,61.0,5,1,"['Prankster', 'Defiant', 'Volt Absorb']"
643,Reshiram,120,Vast White Pokémon,100,3.2,100,90,dragon,fire,330.0,5,1,['Turboblaze']
644,Zekrom,150,Deep Black Pokémon,120,2.9,100,90,dragon,electric,345.0,5,1,['Teravolt']
645,Landorus,145,Abundance Pokémon,90,1.5,89,91,ground,flying,68.0,5,1,"['Sand Force', 'Sheer Force', 'Intimidate']"
646,Kyurem,120,Boundary Pokémon,90,3.0,125,95,dragon,ice,325.0,5,1,"['Pressure', 'Teravolt', 'Turboblaze']"
647,Keldeo,72,Colt Pokémon,90,1.4,91,108,water,fighting,48.5,5,1,['Justified']
648,Meloetta,128,Melody Pokémon,90,0.6,100,128,normal,psychic,6.5,5,1,['Serene Grace']
649,Genesect,120,Paleozoic Pokémon,95,1.5,71,99,bug,steel,82.5,5,1,['Download']
650,Chespin,61,Spiky Nut Pokémon,65,0.4,56,38,grass,,9.0,6,0,"['Overgrow', 'Bulletproof']"
651,Quilladin,78,Spiny Armor Pokémon,95,0.7,61,57,grass,,29.0,6,0,"['Overgrow', 'Bulletproof']"
652,Chesnaught,107,Spiny Armor Pokémon,122,1.6,88,64,grass,fighting,90.0,6,0,"['Overgrow', 'Bulletproof']"
653,Fennekin,45,Fox Pokémon,40,0.4,40,60,fire,,9.4,6,0,"['Blaze', 'Magician']"
654,Braixen,59,Fox Pokémon,58,1.0,59,73,fire,,14.5,6,0,"['Blaze', 'Magician']"
655,Delphox,69,Fox Pokémon,72,1.5,75,104,fire,psychic,39.0,6,0,"['Blaze', 'Magician']"
656,Froakie,56,Bubble Frog Pokémon,40,0.3,41,71,water,,7.0,6,0,"['Torrent', 'Protean']"
657,Frogadier,63,Bubble Frog Pokémon,52,0.6,54,97,water,,10.9,6,0,"['Torrent', 'Protean']"
658,Greninja,145,Ninja Pokémon,67,1.5,72,132,water,dark,40.0,6,0,"['Torrent', 'Protean', 'Battle Bond']"
659,Bunnelby,36,Digging Pokémon,38,0.4,38,57,normal,,5.0,6,0,"['Pickup', 'Cheek Pouch', 'Huge Power']"
660,Diggersby,56,Digging Pokémon,77,1.0,85,78,normal,ground,42.4,6,0,"['Pickup', 'Cheek Pouch', 'Huge Power']"
661,Fletchling,50,Tiny Robin Pokémon,43,0.3,45,62,normal,flying,1.7,6,0,"['Big Pecks', 'Gale Wings']"
662,Fletchinder,73,Ember Pokémon,55,0.7,62,84,fire,flying,16.0,6,0,"['Flame Body', 'Gale Wings']"
663,Talonflame,81,Scorching Pokémon,71,1.2,78,126,fire,flying,24.5,6,0,"['Flame Body', 'Gale Wings']"
664,Scatterbug,35,Scatterdust Pokémon,40,0.3,38,35,bug,,2.5,6,0,"['Shield Dust', 'Compoundeyes', 'Friend Guard']"
665,Spewpa,22,Scatterdust Pokémon,60,0.3,45,29,bug,,8.4,6,0,"['Shed Skin', 'Friend Guard']"
666,Vivillon,52,Scale Pokémon,50,1.2,80,89,bug,flying,17.0,6,0,"['Shield Dust', 'Compoundeyes', 'Friend Guard']"
667,Litleo,50,Lion Cub Pokémon,58,0.6,62,72,fire,normal,13.5,6,0,"['Rivalry', 'Unnerve', 'Moxie']"
668,Pyroar,68,Royal Pokémon,72,1.5,86,106,fire,normal,81.5,6,0,"['Rivalry', 'Unnerve', 'Moxie']"
669,Flabébé,38,Single Bloom Pokémon,39,0.1,44,42,fairy,,0.1,6,0,"['Flower Veil', 'Symbiosis']"
670,Floette,65,Fairy Pokémon,67,0.2,74,92,fairy,,0.9,6,0,"['Flower Veil', 'Symbiosis']"
671,Florges,65,Garden Pokémon,68,1.1,78,75,fairy,,10.0,6,0,"['Flower Veil', 'Symbiosis']"
672,Skiddo,65,Mount Pokémon,48,0.9,66,52,grass,,31.0,6,0,"['Sap Sipper', 'Grass Pelt']"
673,Gogoat,100,Mount Pokémon,62,1.7,123,68,grass,,91.0,6,0,"['Sap Sipper', 'Grass Pelt']"
674,Pancham,82,Playful Pokémon,62,0.6,67,43,fighting,,8.0,6,0,"['Iron Fist', 'Mold Breaker', 'Scrappy']"
675,Pangoro,124,Daunting Pokémon,78,2.1,95,58,fighting,dark,136.0,6,0,"['Iron Fist', 'Mold Breaker', 'Scrappy']"
676,Furfrou,80,Poodle Pokémon,60,1.2,75,102,normal,,28.0,6,0,['Fur Coat']
677,Espurr,48,Restraint Pokémon,54,0.3,62,68,psychic,,3.5,6,0,"['Keen Eye', 'Infiltrator', 'Own Tempo']"
678,Meowstic,48,Constraint Pokémon,76,0.6,74,104,psychic,,8.5,6,0,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']"
679,Honedge,80,Sword Pokémon,100,0.8,45,28,steel,ghost,2.0,6,0,['No Guard']
680,Doublade,110,Sword Pokémon,150,0.8,59,35,steel,ghost,4.5,6,0,['No Guard']
681,Aegislash,150,Royal Sword Pokémon,50,1.7,60,60,steel,ghost,53.0,6,0,['Stance Change']
682,Spritzee,52,Perfume Pokémon,60,0.2,78,23,fairy,,0.5,6,0,"['Healer', 'Aroma Veil']"
683,Aromatisse,72,Fragrance Pokémon,72,0.8,101,29,fairy,,15.5,6,0,"['Healer', 'Aroma Veil']"
684,Swirlix,48,Cotton Candy Pokémon,66,0.4,62,49,fairy,,3.5,6,0,"['Sweet Veil', 'Unburden']"
685,Slurpuff,80,Meringue Pokémon,86,0.8,82,72,fairy,,5.0,6,0,"['Sweet Veil', 'Unburden']"
686,Inkay,54,Revolving Pokémon,53,0.4,53,45,dark,psychic,3.5,6,0,"['Contrary', 'Suction Cups', 'Infiltrator']"
687,Malamar,92,Overturning Pokémon,88,1.5,86,73,dark,psychic,47.0,6,0,"['Contrary', 'Suction Cups', 'Infiltrator']"
688,Binacle,52,Two-Handed Pokémon,67,0.5,42,50,rock,water,31.0,6,0,"['Tough Claws', 'Sniper', 'Pickpocket']"
689,Barbaracle,105,Collective Pokémon,115,1.3,72,68,rock,water,96.0,6,0,"['Tough Claws', 'Sniper', 'Pickpocket']"
690,Skrelp,60,Mock Kelp Pokémon,60,0.5,50,30,poison,water,7.3,6,0,"['Poison Point', 'Poison Touch', 'Adaptability']"
691,Dragalge,75,Mock Kelp Pokémon,90,1.8,65,44,poison,dragon,81.5,6,0,"['Poison Point', 'Poison Touch', 'Adaptability']"
692,Clauncher,53,Water Gun Pokémon,62,0.5,50,44,water,,8.3,6,0,['Mega Launcher']
693,Clawitzer,73,Howitzer Pokémon,88,1.3,71,59,water,,35.3,6,0,['Mega Launcher']
694,Helioptile,38,Generator Pokémon,33,0.5,44,70,electric,normal,6.0,6,0,"['Dry Skin', 'Sand Veil', 'Solar Power']"
695,Heliolisk,55,Generator Pokémon,52,1.0,62,109,electric,normal,21.0,6,0,"['Dry Skin', 'Sand Veil', 'Solar Power']"
696,Tyrunt,89,Royal Heir Pokémon,77,0.8,58,48,rock,dragon,26.0,6,0,"['Strong Jaw', 'Sturdy']"
697,Tyrantrum,121,Despot Pokémon,119,2.5,82,71,rock,dragon,270.0,6,0,"['Strong Jaw', 'Rock Head']"
698,Amaura,59,Tundra Pokémon,50,1.3,77,46,rock,ice,25.2,6,0,"['Refrigerate', 'Snow Warning']"
699,Aurorus,77,Tundra Pokémon,72,2.7,123,58,rock,ice,225.0,6,0,"['Refrigerate', 'Snow Warning']"
700,Sylveon,65,Intertwining Pokémon,65,1.0,95,60,fairy,,23.5,6,0,"['Cute Charm', 'Pixilate']"
701,Hawlucha,92,Wrestling Pokémon,75,0.8,78,118,fighting,flying,21.5,6,0,"['Limber', 'Unburden', 'Mold Breaker']"
702,Dedenne,58,Antenna Pokémon,57,0.2,67,101,electric,fairy,2.2,6,0,"['Cheek Pouch', 'Pickup', 'Plus']"
703,Carbink,50,Jewel Pokémon,150,0.3,50,50,rock,fairy,5.7,6,0,"['Clear Body', 'Sturdy']"
704,Goomy,50,Soft Tissue Pokémon,35,0.3,45,40,dragon,,2.8,6,0,"['Sap Sipper', 'Hydration', 'Gooey']"
705,Sliggoo,75,Soft Tissue Pokémon,53,0.8,68,60,dragon,,17.5,6,0,"['Sap Sipper', 'Hydration', 'Gooey']"
706,Goodra,100,Dragon Pokémon,70,2.0,90,80,dragon,,150.5,6,0,"['Sap Sipper', 'Hydration', 'Gooey']"
707,Klefki,80,Key Ring Pokémon,91,0.2,57,75,steel,fairy,3.0,6,0,"['Prankster', 'Magician']"
708,Phantump,70,Stump Pokémon,48,0.4,43,38,ghost,grass,7.0,6,0,"['Natural Cure', 'Frisk', 'Harvest']"
709,Trevenant,110,Elder Tree Pokémon,76,1.5,85,56,ghost,grass,71.0,6,0,"['Natural Cure', 'Frisk', 'Harvest']"
710,Pumpkaboo,66,Pumpkin Pokémon,70,0.8,59,41,ghost,grass,15.0,6,0,"['Pickup', 'Frisk', 'Insomnia']"
711,Gourgeist,100,Pumpkin Pokémon,122,1.7,85,54,ghost,grass,39.0,6,0,"['Pickup', 'Frisk', 'Insomnia']"
712,Bergmite,69,Ice Chunk Pokémon,85,1.0,55,28,ice,,99.5,6,0,"['Own Tempo', 'Ice Body', 'Sturdy']"
713,Avalugg,117,Iceberg Pokémon,184,2.0,95,28,ice,,505.0,6,0,"['Own Tempo', 'Ice Body', 'Sturdy']"
714,Noibat,30,Sound Wave Pokémon,35,0.5,40,55,flying,dragon,8.0,6,0,"['Frisk', 'Infiltrator', 'Telepathy']"
715,Noivern,70,Sound Wave Pokémon,80,1.5,85,123,flying,dragon,85.0,6,0,"['Frisk', 'Infiltrator', 'Telepathy']"
716,Xerneas,131,Life Pokémon,95,3.0,126,99,fairy,,215.0,6,1,['Fairy Aura']
717,Yveltal,131,Destruction Pokémon,95,5.8,126,99,dark,flying,203.0,6,1,['Dark Aura']
718,Zygarde,100,Order Pokémon,121,5.0,216,85,dragon,ground,284.6,6,1,"['Aura Break', 'Power Construct']"
719,Diancie,160,Jewel Pokémon,110,0.7,50,110,rock,fairy,8.8,6,1,['Clear Body']
720,Hoopa,160,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),60,,80,80,psychic,ghost,,6,1,['Magician']
721,Volcanion,110,Steam Pokémon,120,1.7,80,70,fire,water,195.0,6,1,['Water Absorb']
722,Rowlet,55,Grass Quill Pokémon,55,0.3,68,42,grass,flying,1.5,7,0,"['Overgrow', 'Long Reach']"
723,Dartrix,75,Blade Quill Pokémon,75,0.7,78,52,grass,flying,16.0,7,0,"['Overgrow', 'Long Reach']"
724,Decidueye,107,Arrow Quill Pokémon,75,1.6,78,70,grass,ghost,36.6,7,0,"['Overgrow', 'Long Reach']"
725,Litten,65,Fire Cat Pokémon,40,0.4,45,70,fire,,4.3,7,0,"['Blaze', 'Intimidate']"
726,Torracat,85,Fire Cat Pokémon,50,0.7,65,90,fire,,25.0,7,0,"['Blaze', 'Intimidate']"
727,Incineroar,115,Heel Pokémon,90,1.8,95,60,fire,dark,83.0,7,0,"['Blaze', 'Intimidate']"
728,Popplio,54,Sea Lion Pokémon,54,0.4,50,40,water,,7.5,7,0,"['Torrent', 'Liquid Voice']"
729,Brionne,69,Pop Star Pokémon,69,0.6,60,50,water,,17.5,7,0,"['Torrent', 'Liquid Voice']"
730,Primarina,74,Soloist Pokémon,74,1.8,80,60,water,fairy,44.0,7,0,"['Torrent', 'Liquid Voice']"
731,Pikipek,75,Woodpecker Pokémon,30,0.3,35,65,normal,flying,1.2,7,0,"['Keen Eye', 'Skill Link', 'Pickup']"
732,Trumbeak,85,Bugle Beak Pokémon,50,0.6,55,75,normal,flying,14.8,7,0,"['Keen Eye', 'Skill Link', 'Pickup']"
733,Toucannon,120,Cannon Pokémon,75,1.1,80,60,normal,flying,26.0,7,0,"['Keen Eye', 'Skill Link', 'Sheer Force']"
734,Yungoos,70,Loitering Pokémon,30,0.4,48,45,normal,,6.0,7,0,"['Stakeout', 'Strong Jaw', 'Adaptability']"
735,Gumshoos,110,Stakeout Pokémon,60,0.7,88,45,normal,,14.2,7,0,"['Stakeout', 'Strong Jaw', 'Adaptability']"
736,Grubbin,62,Larva Pokémon,45,0.4,47,46,bug,,4.4,7,0,['Swarm']
737,Charjabug,82,Battery Pokémon,95,0.5,57,36,bug,electric,10.5,7,0,['Battery']
738,Vikavolt,70,Stag Beetle Pokémon,90,1.5,77,43,bug,electric,45.0,7,0,['Levitate']
739,Crabrawler,82,Boxing Pokémon,57,0.6,47,63,fighting,,7.0,7,0,"['Hyper Cutter', 'Iron Fist', 'Anger Point']"
740,Crabominable,132,Woolly Crab Pokémon,77,1.7,97,43,fighting,ice,180.0,7,0,"['Hyper Cutter', 'Iron Fist', 'Anger Point']"
741,Oricorio,70,Dancing Pokémon,70,0.6,75,93,fire,flying,3.4,7,0,['Dancer']
742,Cutiefly,45,Bee Fly Pokémon,40,0.1,40,84,bug,fairy,0.2,7,0,"['Honey Gather', 'Shield Dust', 'Sweet Veil']"
743,Ribombee,55,Bee Fly Pokémon,60,0.2,60,124,bug,fairy,0.5,7,0,"['Honey Gather', 'Shield Dust', 'Sweet Veil']"
744,Rockruff,65,Puppy Pokémon,40,0.5,45,60,rock,,9.2,7,0,"['Keen Eye', 'Vital Spirit', 'Steadfast']"
745,Lycanroc,115,Wolf Pokémon,75,,85,82,rock,,,7,0,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']"
746,Wishiwashi,140,Small Fry Pokémon,130,0.2,45,30,water,,0.3,7,0,['Schooling']
747,Mareanie,53,Brutal Star Pokémon,62,0.4,50,45,poison,water,8.0,7,0,"['Merciless', 'Limber', 'Regenerator']"
748,Toxapex,63,Brutal Star Pokémon,152,0.7,50,35,poison,water,14.5,7,0,"['Merciless', 'Limber', 'Regenerator']"
749,Mudbray,100,Donkey Pokémon,70,1.0,70,45,ground,,110.0,7,0,"['Own Tempo', 'Stamina', 'Inner Focus']"
750,Mudsdale,125,Draft Horse Pokémon,100,2.5,100,35,ground,,920.0,7,0,"['Own Tempo', 'Stamina', 'Inner Focus']"
751,Dewpider,40,Water Bubble Pokémon,52,0.3,38,27,water,bug,4.0,7,0,"['Water Bubble', 'Water Absorb']"
752,Araquanid,70,Water Bubble Pokémon,92,1.8,68,42,water,bug,82.0,7,0,"['Water Bubble', 'Water Absorb']"
753,Fomantis,55,Sickle Grass Pokémon,35,0.3,40,35,grass,,1.5,7,0,"['Leaf Guard', 'Contrary']"
754,Lurantis,105,Bloom Sickle Pokémon,90,0.9,70,45,grass,,18.5,7,0,"['Leaf Guard', 'Contrary']"
755,Morelull,35,Illuminating Pokémon,55,0.2,40,15,grass,fairy,1.5,7,0,"['Illuminate', 'Effect Spore', 'Rain Dish']"
756,Shiinotic,45,Illuminating Pokémon,80,1.0,60,30,grass,fairy,11.5,7,0,"['Illuminate', 'Effect Spore', 'Rain Dish']"
757,Salandit,44,Toxic Lizard Pokémon,40,0.6,48,77,poison,fire,4.8,7,0,"['Corrosion', 'Oblivious']"
758,Salazzle,64,Toxic Lizard Pokémon,60,1.2,68,117,poison,fire,22.2,7,0,"['Corrosion', 'Oblivious']"
759,Stufful,75,Flailing Pokémon,50,0.5,70,50,normal,fighting,6.8,7,0,"['Fluffy', 'Klutz', 'Cute Charm']"
760,Bewear,125,Strong Arm Pokémon,80,2.1,120,60,normal,fighting,135.0,7,0,"['Fluffy', 'Klutz', 'Unnerve']"
761,Bounsweet,30,Fruit Pokémon,38,0.3,42,32,grass,,3.2,7,0,"['Leaf Guard', 'Oblivious', 'Sweet Veil']"
762,Steenee,40,Fruit Pokémon,48,0.7,52,62,grass,,8.2,7,0,"['Leaf Guard', 'Oblivious', 'Sweet Veil']"
763,Tsareena,120,Fruit Pokémon,98,1.2,72,72,grass,,21.4,7,0,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']"
764,Comfey,52,Posy Picker Pokémon,90,0.1,51,100,fairy,,0.3,7,0,"['Flower Veil', 'Triage', 'Natural Cure']"
765,Oranguru,60,Sage Pokémon,80,1.5,90,60,normal,psychic,76.0,7,0,"['Inner Focus', 'Telepathy', 'Symbiosis']"
766,Passimian,120,Teamwork Pokémon,90,2.0,100,80,fighting,,82.8,7,0,"['Receiver', 'Defiant']"
767,Wimpod,35,Turn Tail Pokémon,40,0.5,25,80,bug,water,12.0,7,0,['Wimp Out']
768,Golisopod,125,Hard Scale Pokémon,140,2.0,75,40,bug,water,108.0,7,0,['Emergency Exit']
769,Sandygast,55,Sand Heap Pokémon,80,0.5,55,15,ghost,ground,70.0,7,0,"['Water Compaction', 'Sand Veil']"
770,Palossand,75,Sand Castle Pokémon,110,1.3,85,35,ghost,ground,250.0,7,0,"['Water Compaction', 'Sand Veil']"
771,Pyukumuku,60,Sea Cucumber Pokémon,130,0.3,55,5,water,,1.2,7,0,"['Innards Out', 'Unaware']"
772,Type: Null,95,Synthetic Pokémon,95,1.9,95,59,normal,,120.5,7,0,['Battle Armor']
773,Silvally,95,Synthetic Pokémon,95,2.3,95,95,normal,,100.5,7,0,['RKS System']
774,Minior,100,Meteor Pokémon,60,0.3,60,120,rock,flying,40.0,7,0,['Shields Down']
775,Komala,115,Drowsing Pokémon,65,0.4,65,65,normal,,19.9,7,0,['Comatose']
776,Turtonator,78,Blast Turtle Pokémon,135,2.0,60,36,fire,dragon,212.0,7,0,['Shell Armor']
777,Togedemaru,98,Roly-Poly Pokémon,63,0.3,65,96,electric,steel,3.3,7,0,"['Iron Barbs', 'Lightningrod', 'Sturdy']"
778,Mimikyu,90,Disguise Pokémon,80,0.2,55,96,ghost,fairy,0.7,7,0,['Disguise']
779,Bruxish,105,Gnash Teeth Pokémon,70,0.9,68,92,water,psychic,19.0,7,0,"['Dazzling', 'Strong Jaw', 'Wonder Skin ']"
780,Drampa,60,Placid Pokémon,85,3.0,78,36,normal,dragon,185.0,7,0,"['Berserk', 'Sap Sipper', 'Cloud Nine']"
781,Dhelmise,131,Sea Creeper Pokémon,100,3.9,70,40,ghost,grass,210.0,7,0,['Steelworker']
782,Jangmo-o,55,Scaly Pokémon,65,0.6,45,45,dragon,,29.7,7,0,"['Bulletproof', 'Soundproof', 'Overcoat']"
783,Hakamo-o,75,Scaly Pokémon,90,1.2,55,65,dragon,fighting,47.0,7,0,"['Bulletproof', 'Soundproof', 'Overcoat']"
784,Kommo-o,110,Scaly Pokémon,125,1.6,75,85,dragon,fighting,78.2,7,0,"['Bulletproof', 'Soundproof', 'Overcoat']"
785,Tapu Koko,115,Land Spirit Pokémon,85,1.8,70,130,electric,fairy,20.5,7,1,"['Electric Surge', 'Telepathy']"
786,Tapu Lele,85,Land Spirit Pokémon,75,1.2,70,95,psychic,fairy,18.6,7,1,"['Psychic Surge', 'Telepathy']"
787,Tapu Bulu,130,Land Spirit Pokémon,115,1.9,70,75,grass,fairy,45.5,7,1,"['Grassy Surge', 'Telepathy']"
788,Tapu Fini,75,Land Spirit Pokémon,115,1.3,70,85,water,fairy,21.2,7,1,"['Misty Surge', 'Telepathy']"
789,Cosmog,29,Nebula Pokémon,31,0.2,43,37,psychic,,0.1,7,1,['Unaware']
790,Cosmoem,29,Protostar Pokémon,131,0.1,43,37,psychic,,999.9,7,1,['Sturdy']
791,Solgaleo,137,Sunne Pokémon,107,3.4,137,97,psychic,steel,230.0,7,1,['Full Metal Body']
792,Lunala,113,Moone Pokémon,89,4.0,137,97,psychic,ghost,120.0,7,1,['Shadow Shield']
793,Nihilego,53,Parasite Pokémon,47,1.2,109,103,rock,poison,55.5,7,1,['Beast Boost']
794,Buzzwole,139,Swollen Pokémon,139,2.4,107,79,bug,fighting,333.6,7,1,['Beast Boost']
795,Pheromosa,137,Lissome Pokémon,37,1.8,71,151,bug,fighting,25.0,7,1,['Beast Boost']
796,Xurkitree,89,Glowing Pokémon,71,3.8,83,83,electric,,100.0,7,1,['Beast Boost']
797,Celesteela,101,Launch Pokémon,103,9.2,97,61,steel,flying,999.9,7,1,['Beast Boost']
798,Kartana,181,Drawn Sword Pokémon,131,0.3,59,109,grass,steel,0.1,7,1,['Beast Boost']
799,Guzzlord,101,Junkivore Pokémon,53,5.5,223,43,dark,dragon,888.0,7,1,['Beast Boost']
800,Necrozma,107,Prism Pokémon,101,2.4,97,79,psychic,,230.0,7,1,['Prism Armor']
801,Magearna,95,Artificial Pokémon,115,1.0,80,65,steel,fairy,80.5,7,1,['Soul-Heart']
